City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Padilla,CO,3.2204,-76.3139,87.89,48,100,2.91,overcast clouds
346,Charters Towers,AU,-20.1,146.2667,68.52,68,5,8.86,clear sky
347,Praia Da Vitoria,PT,38.7333,-27.0667,66.45,88,75,19.15,broken clouds
348,Umm Kaddadah,SD,13.6017,26.6876,70.9,30,48,12.46,scattered clouds
349,Wanning,CN,18.8003,110.3967,68.41,91,90,11.95,overcast clouds
350,San Ramon,US,37.7799,-121.978,50.92,83,0,4.61,haze
351,Lompoc,US,34.6391,-120.4579,60.78,73,20,1.99,few clouds
352,Rocha,UY,-34.4833,-54.3333,79.47,39,2,18.72,clear sky
353,Prado,BR,-17.3411,-39.2208,79.88,77,10,12.68,clear sky
354,Giaveno,IT,45.047,7.3492,41.45,78,18,4.88,few clouds
355,Ferrol,ES,43.4832,-8.2369,57.72,83,12,12.82,few clouds
356,Manicore,BR,-5.8092,-61.3003,89.55,66,40,4.61,scattered clouds
357,San Cristobal,VE,7.7669,-72.225,77.18,34,17,6.33,few clouds
358,Pathein,MM,16.7833,94.7333,72.09,89,23,3.51,few clouds
359,Velykyy Burluk,UA,50.0379,37.3987,30.58,42,100,14.16,light snow
360,Vao,NC,-22.6667,167.4833,73.98,88,100,19.71,overcast clouds
361,Takoradi,GH,4.8845,-1.7554,80.33,78,86,8.5,overcast clouds
362,Ribeira Brava,PT,32.65,-17.0667,71.71,91,33,3.98,scattered clouds
363,Batticaloa,LK,7.7102,81.6924,77.43,86,100,9.55,heavy intensity rain
364,Lima,PE,-12.0432,-77.0282,73.65,69,75,12.66,broken clouds
365,Itarema,BR,-2.9248,-39.9167,83.55,64,100,16.24,overcast clouds
366,Fort Smith,US,35.3859,-94.3986,51.84,43,100,5.75,overcast clouds
367,Ahuimanu,US,21.4447,-157.8378,74.61,76,75,20.71,moderate rain
368,Mana,GF,5.6592,-53.7767,81.55,70,74,10.38,broken clouds
369,Warragul,AU,-38.1667,145.9333,51.94,92,83,6.08,broken clouds
370,Coihaique,CL,-45.5752,-72.0662,66.81,58,100,8.41,overcast clouds
371,Gushi,CN,34.6425,109.5843,37.63,36,1,3.2,clear sky
372,Ixtapa,MX,20.7,-105.2,76.23,61,20,5.75,few clouds
373,Hay River,CA,60.8156,-115.7999,-29.22,68,20,4.61,few clouds
374,Vetapalem,IN,15.7833,80.3167,72.77,77,25,6.71,scattered clouds
375,Axim,GH,4.8699,-2.2405,80.28,80,58,7.81,broken clouds
376,Ayr,GB,55.4627,-4.6339,46.51,65,40,16.11,scattered clouds
377,Beringovskiy,RU,63.05,179.3167,31.14,70,44,27.27,scattered clouds
378,San Juan,AR,-31.5375,-68.5364,98.28,14,1,6.69,clear sky
379,Lamu,KE,-2.2717,40.902,80.82,79,98,16.82,overcast clouds
380,Yarim,YE,14.298,44.3779,49.8,52,16,2.95,few clouds
381,Ilirska Bistrica,SI,45.5697,14.2408,44.64,100,100,3.36,overcast clouds
382,Kavaratti,IN,10.5669,72.642,80.82,69,100,3.36,overcast clouds
383,Baturaja,ID,-4.1333,104.1667,74.19,98,99,1.77,overcast clouds
384,Fallon,US,39.4735,-118.7774,30.07,80,75,5.75,broken clouds
385,Bay City,US,43.5945,-83.8889,32.32,76,100,12.66,overcast clouds
386,Gallup,US,35.5281,-108.7426,35.02,42,100,0.78,overcast clouds
387,Mayo,US,38.8876,-76.5119,42.13,52,0,8.99,clear sky
388,Zalantun,CN,48.0,122.7167,1.18,97,100,2.91,light snow
389,Lumphat,KH,13.4878,106.9816,67.06,92,22,3.15,few clouds
390,Linguere,SN,15.3953,-15.1193,93.42,15,0,11.5,clear sky
391,Pirapozinho,BR,-22.2753,-51.5,85.48,51,75,6.91,broken clouds
392,Nivala,FI,63.9167,24.9667,25.68,96,100,8.63,light snow
393,Valer,NO,60.6785,11.8331,31.91,99,100,2.17,light snow
394,Tual,ID,-5.6667,132.75,82.29,80,100,16.58,light rain
395,Glushkovo,RU,51.3392,34.6328,28.22,96,100,16.53,snow
396,Gueret,FR,46.1667,1.8667,51.35,92,100,10.38,light rain
397,Mattru,SL,7.6244,-11.8332,80.37,63,100,2.39,overcast clouds
398,Matara,LK,5.9485,80.5353,75.33,91,100,4.7,overcast clouds
399,Port Hardy,CA,50.6996,-127.4199,26.78,80,75,5.75,light shower snow
400,Moron,AR,-34.6534,-58.6198,88.95,45,1,10.2,clear sky
401,Mae Hong Son,TH,19.3003,97.9685,67.57,84,60,1.7,broken clouds
402,Arlit,NE,18.7369,7.3853,67.64,27,41,15.46,scattered clouds
403,Salalah,OM,17.0151,54.0924,78.89,22,0,12.66,clear sky
404,Buchanan,LR,5.8808,-10.0467,80.26,76,100,7.63,overcast clouds
405,Grand Gaube,MU,-20.0064,57.6608,77.38,68,40,5.01,scattered clouds
406,Dedougou,BF,12.4667,-3.4667,78.55,13,16,8.01,few clouds
407,Beni,CD,0.5,29.4667,63.27,97,70,2.59,light rain
408,Aitape,PG,-3.1374,142.3475,77.61,88,100,3.89,overcast clouds
409,Tautira,PF,-17.7333,-149.15,79.59,80,90,14.92,light rain
410,Gazanjyk,TM,39.2446,55.5154,37.15,81,100,6.22,overcast clouds
411,Mutoko,ZW,-17.397,32.2268,64.99,90,100,4.27,moderate rain
412,Fortuna,US,40.5982,-124.1573,48.54,96,100,16.11,overcast clouds
413,Pekalongan,ID,-6.8886,109.6753,78.21,80,95,3.94,overcast clouds
414,Langsa,ID,4.4683,97.9683,73.33,98,100,2.37,light rain
415,Hurghada,EG,27.2574,33.8129,65.39,57,0,13.94,clear sky
416,Valle De Allende,MX,26.9333,-105.4,58.37,28,86,7.23,overcast clouds
417,Amazar,RU,53.858,120.875,-26.21,96,46,3.6,scattered clouds
418,Ballina,AU,-28.8667,153.5667,60.78,94,71,9.62,light rain
419,Zhanakorgan,KZ,43.9098,67.2495,31.55,80,100,10.22,overcast clouds
420,Ler,SS,8.3018,30.1418,83.39,27,8,4.97,clear sky
421,El Campo,US,29.1966,-96.2697,53.83,100,100,11.5,overcast clouds
422,Silvan,TR,38.1419,41.0081,35.89,47,100,2.53,overcast clouds
423,Kenai,US,60.5544,-151.2583,-4.86,83,0,0.0,haze
424,Uray,RU,60.1247,64.7758,4.28,91,100,12.44,overcast clouds
425,Szilvasvarad,HU,48.1,20.4,27.27,73,48,1.25,scattered clouds
426,Broome,US,42.2506,-75.833,31.62,75,100,6.91,overcast clouds
427,Kysyl-Syr,RU,63.8986,122.7617,-46.68,100,60,0.72,broken clouds
428,Buraydah,SA,26.326,43.975,64.85,38,55,10.04,broken clouds
429,Tanout,NE,14.9709,8.8879,68.29,26,100,11.03,overcast clouds
430,Sundargarh,IN,22.1167,84.0333,58.21,40,7,3.67,clear sky
431,Kamina,CD,-8.7386,24.9906,63.5,97,91,4.52,overcast clouds
432,Cabanas,CU,22.9758,-82.9219,83.19,57,21,4.97,few clouds
433,Taltal,CL,-25.4,-70.4833,72.45,67,22,8.77,few clouds
434,Sinnamary,GF,5.3833,-52.95,81.19,72,54,11.56,broken clouds
435,Hervey Bay,AU,-25.2986,152.8535,69.96,68,97,14.16,overcast clouds
436,Aripuana,BR,-9.1667,-60.6333,82.2,76,100,2.08,overcast clouds
437,Araouane,ML,18.9048,-3.5265,71.73,19,73,10.67,broken clouds
438,Laramie,US,41.3114,-105.5911,35.53,42,20,20.71,few clouds
439,Monte Santo,BR,-10.4378,-39.3328,92.52,22,30,2.66,scattered clouds
440,San Ignacio,BZ,17.1561,-89.0714,78.94,83,75,4.61,light rain
441,Muyezerskiy,RU,63.9333,31.65,23.23,93,100,9.71,light snow
442,San Pedro,PH,14.35,121.0167,76.23,93,100,4.61,overcast clouds
443,College,US,64.8569,-147.8028,-38.25,60,75,0.0,mist
444,Manggar,ID,-2.8833,108.2667,79.45,84,98,3.71,overcast clouds
445,Campos Sales,BR,-7.0744,-40.3761,91.45,24,90,2.17,overcast clouds
446,Kushima,JP,31.4583,131.2333,46.15,80,2,5.39,clear sky
447,Uige,AO,-7.6087,15.0613,64.24,89,100,1.21,overcast clouds
448,Panguipulli,CL,-39.6333,-72.3333,72.41,45,100,4.23,overcast clouds
449,Viedma,AR,-40.8135,-62.9967,91.49,22,91,24.74,overcast clouds
450,Leh,IN,34.1667,77.5833,11.3,50,0,1.34,clear sky
451,Mount Darwin,ZW,-16.7725,31.5838,69.19,87,100,3.98,light rain
452,Vostok,RU,46.4856,135.8833,-16.02,94,62,4.92,broken clouds
453,Vilcun,CL,-38.65,-72.2333,75.94,28,100,9.17,overcast clouds
454,Alice Springs,AU,-23.7,133.8833,74.75,69,18,8.05,few clouds
455,Port Lincoln,AU,-34.7333,135.8667,63.07,84,100,7.27,overcast clouds
456,Talas,TR,38.6908,35.5538,30.87,93,100,2.3,light snow
457,Son La,VN,21.3167,103.9,48.27,83,9,3.2,clear sky
458,Ankang,CN,32.68,109.0172,38.62,56,0,2.48,clear sky
459,Maloy,NO,61.9353,5.1136,44.73,71,20,16.84,few clouds
460,Hobyo,SO,5.3505,48.5268,79.16,79,28,19.3,scattered clouds
461,Westport,US,41.1415,-73.3579,40.95,52,0,13.8,clear sky
462,Huancabamba,PE,-5.2386,-79.4506,70.66,57,100,3.98,overcast clouds
463,Bintulu,MY,3.1667,113.0333,77.41,94,40,2.3,moderate rain
464,Saint-Augustin,CA,51.226,-58.6502,31.98,73,14,13.09,few clouds
465,Karpogory,RU,64.0019,44.4451,-12.14,100,100,2.48,overcast clouds
466,Barreirinhas,BR,-2.7469,-42.8264,84.9,59,100,13.38,overcast clouds
467,Luau,AO,-10.7073,22.2247,63.18,96,86,5.08,overcast clouds
468,Vangaindrano,MG,-23.35,47.6,74.16,97,100,3.65,heavy intensity rain
469,La Rioja,ES,42.25,-2.5,42.58,82,10,8.57,clear sky
470,San-Pedro,CI,4.7485,-6.6363,79.47,83,96,5.99,light rain
471,Chifeng,CN,42.2683,118.9636,10.96,43,60,17.67,broken clouds
472,Bondo,CD,3.8146,23.6866,74.68,67,100,2.06,overcast clouds
473,Hambantota,LK,6.1241,81.1185,77.34,94,40,9.22,scattered clouds
474,Nantucket,US,41.2835,-70.0995,39.31,70,100,14.97,overcast clouds
475,Terra Santa,BR,-2.1042,-56.4869,92.62,42,99,0.67,overcast clouds
476,Tezu,IN,27.9167,96.1667,59.43,46,42,4.16,scattered clouds
477,Buin,CL,-33.7333,-70.75,90.43,15,46,9.75,scattered clouds
478,Setermoen,NO,68.861,18.3486,22.1,67,100,11.99,overcast clouds
479,Acajutla,SV,13.5928,-89.8275,84.67,53,0,7.76,clear sky
480,Ishurdi,BD,24.1333,89.0833,64.65,56,36,5.68,scattered clouds
481,Safford,US,32.834,-109.7076,52.72,35,0,10.36,clear sky
482,Sambava,MG,-14.2667,50.1667,76.51,79,21,3.44,few clouds
483,Sur,OM,22.5667,59.5289,74.35,54,31,6.93,scattered clouds
484,Makat,KZ,47.6469,53.3463,26.4,73,92,14.56,overcast clouds
485,Katobu,ID,-4.9408,122.5276,75.38,90,99,4.43,overcast clouds
486,Bafq,IR,31.6128,55.4107,48.51,42,0,3.15,clear sky
487,Nakasongola,UG,1.3089,32.4564,71.26,61,79,2.75,broken clouds
488,Iseyin,NG,7.9667,3.6,82.04,18,41,5.44,scattered clouds
489,Povenets,RU,62.8487,34.8262,22.68,94,100,9.01,overcast clouds
490,Fortuna Foothills,US,32.6578,-114.4119,61.21,23,0,18.41,clear sky
491,Riyadh,SA,24.6877,46.7219,59.14,38,100,6.15,overcast clouds
492,Neiafu,TO,-18.65,-173.9833,81.28,89,40,9.22,scattered clouds
493,Adrar,MR,20.5022,-10.0711,67.03,24,0,11.7,clear sky
494,Chuy,UY,-33.6971,-53.4616,74.86,54,0,14.56,clear sky
495,Bilibino,RU,68.0546,166.4372,12.38,69,34,6.8,scattered clouds
496,Ovalle,CL,-30.5983,-71.2003,88.79,21,0,12.73,clear sky
497,Trairi,BR,-3.2778,-39.2689,83.71,62,11,14.16,few clouds
498,Pitkyaranta,RU,61.5734,31.4792,23.09,85,100,14.36,light snow
499,Matay,EG,28.419,30.7792,61.57,61,0,8.25,clear sky
500,Laguna,US,38.421,-121.4238,47.14,86,100,3.44,mist
501,Aksarka,RU,66.5606,67.7975,-13.67,93,100,18.1,overcast clouds
502,Monroe,US,43.1501,-77.6831,32.5,80,100,5.75,overcast clouds
503,Margate,GB,51.3813,1.3862,46.69,86,100,1.01,overcast clouds
504,Bam,IR,29.106,58.357,48.97,46,0,4.47,clear sky
505,Navsari,IN,20.9524,72.9324,73.92,34,0,7.0,clear sky
506,Leland,US,34.2563,-78.0447,48.22,54,100,6.91,overcast clouds
507,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,101.57,17,5,4.59,clear sky
508,Aquiraz,BR,-3.9014,-38.3911,87.89,65,80,14.18,broken clouds
509,Guiratinga,BR,-16.3494,-53.7583,84.38,60,100,4.99,overcast clouds
510,Staraya Toropa,RU,56.2801,31.6702,15.66,99,100,3.78,overcast clouds
511,Maltahohe,NA,-24.8333,16.9833,75.92,20,0,19.22,clear sky
512,Qui Nhon,VN,13.7667,109.2333,69.73,91,100,11.34,overcast clouds
513,Ravar,IR,31.2656,56.8055,45.9,48,0,3.38,clear sky
514,Saint-Prosper,CA,46.2117,-70.4811,28.04,82,99,5.12,overcast clouds
515,Khuzhir,RU,53.1939,107.3397,9.82,70,9,12.17,clear sky
516,Gangawati,IN,15.4333,76.5333,68.22,69,13,5.99,few clouds
517,Trat,TH,12.5,102.5,75.87,77,53,6.38,broken clouds
518,Fairbanks,US,64.8378,-147.7164,-38.24,65,0,0.0,haze
519,Bundu,IN,23.1833,85.5833,59.22,35,4,3.65,clear sky
520,Aykhal,RU,66.0,111.5,-19.14,100,98,5.41,overcast clouds
521,Manadhoo,MV,5.7667,73.3833,80.38,72,100,1.83,overcast clouds
522,Ketchikan,US,55.3422,-131.6461,13.98,44,0,5.75,clear sky
523,Carora,VE,10.1755,-70.0827,91.38,31,28,12.44,scattered clouds
524,Hami,CN,42.8,93.45,23.47,47,0,3.15,clear sky
525,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.27,68,0,13.87,clear sky
526,Huntsville,US,34.7304,-86.5861,46.85,75,100,1.99,overcast clouds
527,Goderich,CA,43.7501,-81.7165,32.92,80,100,12.66,overcast clouds
528,Garhshankar,IN,31.2167,76.1333,51.67,45,0,4.52,clear sky
529,Turiacu,BR,-1.6633,-45.3717,84.33,60,79,7.05,broken clouds
530,Pangody,RU,65.85,74.4859,-16.89,95,100,14.2,overcast clouds
531,Bezhetsk,RU,57.7851,36.6965,-3.78,100,100,2.98,overcast clouds
532,Texarkana,US,33.4251,-94.0477,53.4,51,0,8.01,clear sky
533,Miraflores,MX,19.2167,-98.8083,72.97,35,95,3.02,overcast clouds
534,Rio Gallegos,AR,-51.6226,-69.2181,71.65,26,0,5.75,clear sky
535,Loa Janan,ID,-0.583,117.095,73.87,98,99,2.35,overcast clouds
536,Trincomalee,LK,8.5711,81.2335,79.18,82,100,14.16,moderate rain
537,Paita,PE,-5.0892,-81.1144,76.69,66,95,14.36,overcast clouds
538,Kachug,RU,53.9606,105.8817,-10.93,99,55,3.62,broken clouds
539,Port-Cartier,CA,50.0334,-66.8654,34.75,82,65,4.29,broken clouds
540,Snyder,US,32.7179,-100.9176,39.31,93,100,4.61,overcast clouds
541,Bandon,IE,51.7469,-8.7425,44.19,66,51,14.85,broken clouds
542,Indi,IN,17.1667,75.9667,71.02,39,81,7.78,broken clouds
543,Antalaha,MG,-14.9003,50.2788,75.29,84,10,3.85,clear sky
544,Urumqi,CN,43.801,87.6005,-1.25,85,75,2.24,mist
545,Erenhot,CN,43.6475,111.9767,9.86,40,100,8.63,overcast clouds
546,Avera,US,33.194,-82.5271,41.56,77,100,10.54,light rain
547,Turukhansk,RU,65.8167,87.9833,-28.68,98,42,4.83,scattered clouds
548,Eau Claire,US,44.8114,-91.4985,5.61,76,100,13.0,overcast clouds
549,Bonbon,PH,10.2245,123.5573,76.62,87,75,6.93,broken clouds
550,Lusambo,CD,-4.9667,23.45,69.49,89,100,1.07,overcast clouds
551,Kiunga,PG,-6.1219,141.2906,71.91,99,100,1.79,overcast clouds
552,Petrovsk-Zabaykalskiy,RU,51.273,108.843,-2.67,100,100,3.36,overcast clouds
553,Nabire,ID,-3.3667,135.4833,75.79,92,100,3.56,overcast clouds
554,Ranong,TH,9.9658,98.6348,72.5,88,44,6.35,scattered clouds
555,Kudahuvadhoo,MV,2.6708,72.8944,80.6,72,100,4.56,overcast clouds
556,Rudbar,AF,30.15,62.6,48.88,26,0,4.76,clear sky
557,Kaeo,NZ,-35.1,173.7833,65.07,81,5,1.3,clear sky
558,Varna,BG,43.2167,27.9167,34.88,91,50,4.61,scattered clouds
559,Zhigansk,RU,66.7697,123.3711,-41.91,97,54,4.32,broken clouds
560,Grindavik,IS,63.8424,-22.4338,31.95,69,75,39.12,broken clouds
561,Portland,US,45.5234,-122.6762,47.73,88,100,17.0,light rain
562,Whyalla,AU,-33.0333,137.5833,71.87,69,100,6.38,moderate rain
563,Pitimbu,BR,-7.4706,-34.8086,86.59,62,0,12.59,clear sky
564,Camacha,PT,33.0833,-16.3333,63.82,82,0,4.61,clear sky
565,Kholodnyy,RU,62.7167,147.95,-6.39,100,93,5.14,overcast clouds
566,Iquitos,PE,-3.7481,-73.2472,80.64,89,100,8.05,overcast clouds
567,Tres Arroyos,AR,-38.3739,-60.2798,94.14,17,100,8.61,overcast clouds
568,Telimele,GN,10.9167,-13.3333,79.68,23,100,1.99,overcast clouds
569,Ust-Omchug,RU,61.15,149.6333,-3.1,99,94,6.71,overcast clouds
570,Homer,US,59.6425,-151.5483,8.49,61,0,9.22,clear sky
571,Mahuta,TZ,-10.8667,39.45,70.95,95,100,5.19,overcast clouds
572,Pontianak,ID,-0.0333,109.3333,75.18,100,100,2.3,overcast clouds
573,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,82.36,76,96,3.27,moderate rain
574,Krasnorechenskiy,RU,44.6265,135.3532,-0.6,78,98,5.01,overcast clouds
575,Derzhavinsk,KZ,51.1,66.3167,20.05,96,100,3.38,light snow
576,Mala Danylivka,UA,50.0635,36.1656,31.59,55,100,14.83,light snow
577,Valparaiso,CL,-33.0393,-71.6273,82.63,33,0,13.8,clear sky
578,Kismayo,SO,-0.3582,42.5454,79.09,78,30,13.91,scattered clouds
579,Saint-Pierre,RE,-21.3393,55.4781,76.91,73,20,5.75,few clouds
580,Tiarei,PF,-17.5333,-149.3333,82.42,81,63,14.92,light rain
581,Jaswantnagar,IN,26.8786,78.9028,57.24,38,11,4.29,few clouds
582,Solnechnyy,RU,50.7214,136.6319,-13.34,95,21,5.03,few clouds
583,Olinda,BR,-8.0089,-34.8553,83.93,65,20,10.36,few clouds
584,Garowe,SO,8.4054,48.4845,75.25,66,7,18.79,clear sky
585,Pecos,US,31.4229,-103.4932,47.3,45,0,0.0,clear sky
586,Dongargaon,IN,20.9667,80.85,62.47,33,6,3.06,clear sky
587,Yumen,CN,40.2833,97.2,21.06,54,0,19.35,clear sky
588,Nanortalik,GL,60.1432,-45.2371,19.4,62,2,5.41,clear sky
589,Great Yarmouth,GB,52.6083,1.7305,44.85,89,98,11.79,overcast clouds
590,Dingle,PH,10.9995,122.6711,73.53,96,100,6.69,overcast clouds
591,Igarka,RU,67.4667,86.5833,-34.26,100,100,3.02,overcast clouds
592,Sarangani,PH,5.4033,125.4636,80.51,80,85,6.44,overcast clouds
593,Ostrovnoy,RU,68.0531,39.5131,14.85,88,97,14.88,overcast clouds
594,Kalabo,ZM,-14.97,22.6814,77.67,58,98,7.92,overcast clouds
595,Pangai,TO,-19.8,-174.35,80.71,83,20,10.36,few clouds
596,Narsaq,GL,60.9167,-46.05,10.62,63,0,8.08,clear sky
597,Lebedinyy,RU,58.5167,125.5167,-28.86,100,71,3.09,broken clouds
598,Ogaminana,NG,7.5946,6.2248,81.1,26,58,1.43,broken clouds
599,Kyenjojo,UG,0.6328,30.6214,62.67,80,89,2.57,overcast clouds
600,Yanam,IN,16.7333,82.2167,70.81,74,100,4.45,overcast clouds
601,Chicama,PE,-7.8447,-79.1469,70.34,57,100,11.21,overcast clouds
602,Horsham,GB,51.064,-0.3272,46.06,90,0,4.61,clear sky
603,Baiyin,CN,36.5583,104.2081,21.74,52,1,6.96,clear sky
604,Shingu,JP,33.7333,135.9833,37.83,71,99,6.53,overcast clouds
605,Kota Kinabalu,MY,5.9749,116.0724,76.98,94,20,3.44,few clouds
606,Redcliffe,AU,-27.2307,153.0973,61.57,77,0,8.05,clear sky
607,La Asuncion,VE,11.0333,-63.8628,91.13,58,0,14.97,clear sky
608,Luanda,AO,-8.8368,13.2343,80.6,69,75,14.97,broken clouds
609,Sistranda,NO,63.7256,8.834,37.36,85,100,11.56,overcast clouds
610,Tilichiki,RU,60.4667,166.1,33.24,86,100,24.34,light snow
611,Samarai,PG,-10.6167,150.6667,81.63,82,44,7.87,scattered clouds
612,Biharamulo,TZ,-2.6319,31.3089,60.87,91,100,0.96,light rain
613,Yilan,TW,24.757,121.753,60.91,81,11,5.68,few clouds
614,Jeremie,HT,18.65,-74.1167,80.37,71,31,5.03,scattered clouds
615,Qandala,SO,11.472,49.8728,75.87,79,17,7.11,few clouds
616,Lazaro Cardenas,MX,17.9583,-102.2,83.08,49,0,8.66,clear sky
617,Japura,ID,-0.3167,102.35,73.06,98,85,0.83,overcast clouds
618,Atakpame,TG,7.5333,1.1333,81.61,17,16,3.15,few clouds
619,Monrovia,LR,6.3005,-10.7969,80.13,81,56,8.59,broken clouds
620,Selikhino,RU,50.3672,137.4996,-3.51,89,100,13.89,overcast clouds
621,Havelock,US,34.8791,-76.9013,46.35,59,75,8.05,broken clouds
622,Waipawa,NZ,-41.4122,175.5153,53.71,92,100,10.09,overcast clouds
623,Fruitvale,US,39.0817,-108.4968,31.03,49,100,3.0,overcast clouds
624,Meulaboh,ID,4.1363,96.1285,74.23,89,100,8.21,light rain
625,Santa,PH,17.486,120.4348,80.02,61,70,2.55,broken clouds
626,Moree,AU,-29.4667,149.85,60.4,66,0,10.4,clear sky
627,Excelsior Springs,US,39.3392,-94.2261,25.48,75,99,6.91,overcast clouds
628,Vanimo,PG,-2.6741,141.3028,76.53,93,100,6.58,light rain
629,Karaton,ID,-6.3424,106.1045,75.27,90,100,1.3,overcast clouds
630,Vaitape,PF,-16.5167,-151.75,80.31,75,15,17.43,few clouds
631,Ilo,PE,-17.6394,-71.3375,74.26,73,0,13.8,clear sky
632,Ciudad Bolivar,VE,8.1222,-63.5497,86.22,51,100,6.31,overcast clouds
633,Taksimo,RU,56.3444,114.8794,-21.69,90,42,2.19,scattered clouds
634,Saint-Joseph,RE,-21.3667,55.6167,75.58,84,66,8.93,light rain
635,Sobolevo,RU,54.4299,31.8996,26.31,97,100,6.13,overcast clouds
636,Shenjiamen,CN,29.9576,122.298,49.05,61,100,22.39,overcast clouds
637,Sarkand,KZ,45.41,79.9186,21.51,65,0,8.05,clear sky
638,Iroquois Falls,CA,48.7669,-80.6831,20.25,94,100,9.48,light snow
639,Novyy Buh,UA,47.6931,32.5216,29.23,77,100,8.66,overcast clouds
640,Bambanglipuro,ID,-7.95,110.2833,77.85,83,88,3.42,overcast clouds
641,Amahai,ID,-3.3333,128.9167,78.46,86,100,4.27,light rain
642,Tiznit,MA,29.5833,-9.5,61.83,43,7,4.45,clear sky
643,Nouakchott,MR,18.0858,-15.9785,84.13,26,0,11.99,clear sky
644,Mudanya,TR,40.3753,28.8822,42.22,69,1,10.87,clear sky
645,Los Llanos De Aridane,ES,28.6585,-17.9182,66.13,82,0,4.61,clear sky
646,Young,UY,-32.6833,-57.6333,92.84,23,1,17.94,clear sky
647,Apad,PH,13.815,122.7664,76.01,87,59,5.39,broken clouds
648,Santo Antonio Da Platina,BR,-23.295,-50.0772,81.99,54,2,4.54,clear sky
649,Ossora,RU,59.2353,163.0719,32.95,98,100,18.12,snow
650,Otradnoye,RU,59.7775,30.8181,14.97,94,100,6.87,overcast clouds
651,Mayumba,GA,-3.432,10.6554,77.43,87,100,5.7,overcast clouds
652,Abu Samrah,SY,35.3029,37.1841,52.43,58,75,4.68,broken clouds
653,Kathu,TH,7.9178,98.3332,82.74,66,100,12.86,overcast clouds
654,Namibe,AO,-15.1961,12.1522,68.58,79,100,9.98,overcast clouds
655,Revelstoke,CA,50.9832,-118.2023,1.42,71,100,11.5,overcast clouds
656,Chodavaram,IN,17.8333,82.95,69.64,76,28,3.0,scattered clouds
657,Qingyuan,CN,23.7,113.0333,58.98,38,100,8.08,overcast clouds
658,Guanica,PR,17.9716,-66.908,85.98,72,5,10.18,clear sky
659,Novo Aripuana,BR,-5.1206,-60.3797,81.36,86,95,0.29,overcast clouds
660,Rio Grande,BR,-32.035,-52.0986,78.91,69,11,17.83,few clouds
661,Lianzhou,CN,24.7811,112.3825,46.71,53,76,4.43,broken clouds
662,Sola,VU,-13.8833,167.55,81.9,75,38,10.02,scattered clouds
663,Olavarria,AR,-36.8927,-60.3225,94.37,17,100,10.74,overcast clouds
664,Sandane,NO,61.7728,6.215,44.64,61,75,8.05,broken clouds
665,Marsassoum,SN,12.8275,-15.9806,87.89,14,0,7.94,clear sky
666,Bitung,ID,1.4451,125.1824,77.85,82,100,4.29,overcast clouds
667,Columbus,US,39.9612,-82.9988,36.14,66,100,5.75,overcast clouds
668,Banda Aceh,ID,5.5577,95.3222,77.81,83,94,5.44,overcast clouds
669,Mama,RU,58.3106,112.8986,-25.92,99,65,4.14,broken clouds
670,Piranshahr,IR,36.701,45.1413,36.99,89,100,4.61,overcast clouds
671,Barcelos,PT,41.5388,-8.6151,60.94,95,19,5.03,few clouds
672,Ajdabiya,LY,30.7554,20.2263,60.87,55,0,15.5,clear sky
673,Vallenar,CL,-28.5708,-70.7581,88.34,22,0,11.03,clear sky
674,Kachiry,KZ,53.0675,76.1036,12.43,86,86,8.32,overcast clouds
675,George Town,MY,5.4112,100.3354,80.53,89,40,6.91,scattered clouds
676,Verkhnetulomskiy,RU,68.6073,31.7962,12.33,97,100,2.55,overcast clouds
677,Sao Felix Do Xingu,BR,-6.6447,-51.995,81.12,74,98,0.94,overcast clouds
678,Ucluelet,CA,48.9329,-125.5528,33.1,92,100,5.03,overcast clouds
679,Murray Bridge,AU,-35.1167,139.2667,72.12,31,100,4.25,light rain
680,Paso De Carrasco,UY,-34.8603,-56.0522,81.05,69,20,19.57,few clouds
681,Dalaba,GN,10.7,-12.25,68.94,23,99,4.56,overcast clouds
682,Half Moon Bay,US,37.4636,-122.4286,53.55,82,0,4.61,mist
683,Trapani,IT,37.8333,12.6667,53.28,93,0,5.75,clear sky
684,Henties Bay,NA,-22.116,14.2845,61.65,89,0,4.94,clear sky
685,Turkistan,KZ,43.0,68.0,34.92,70,100,8.5,overcast clouds
686,Howard Springs,AU,-12.497,131.047,76.91,97,100,4.09,moderate rain
687,Guanhaes,BR,-18.775,-42.9325,68.76,96,100,3.67,light rain
688,Fossano,IT,44.5489,7.7201,52.43,93,20,3.44,few clouds
689,Weston,US,26.1004,-80.3998,80.02,67,100,13.0,overcast clouds
690,Smithers,CA,54.7804,-127.1743,-25.28,75,20,4.61,few clouds
