City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Khorramshahr,IR,2022-12-19 19:08:32,30.4397,48.1664,60.76,67,0,4.61
295,Papar,MY,2022-12-19 19:08:32,5.7333,115.9333,77.0,89,94,4.07
296,Bozhou,CN,2022-12-19 19:08:33,33.8772,115.7703,36.14,41,96,3.15
297,Lafia,NG,2022-12-19 19:08:33,8.4833,8.5167,81.27,16,11,4.63
298,Nantucket,US,2022-12-19 19:08:33,41.2835,-70.0995,44.71,53,0,19.57
299,Salalah,OM,2022-12-19 19:08:34,17.0151,54.0924,78.89,34,20,11.5
300,Kabompo,ZM,2022-12-19 19:08:34,-13.5927,24.2008,65.25,94,100,4.47
301,Novoagansk,RU,2022-12-19 19:08:34,61.9449,76.6625,-0.58,96,100,10.67
302,Ramon Castilla,PE,2022-12-19 19:08:34,-4.2569,-69.9594,89.85,55,40,5.75
303,Kurilsk,RU,2022-12-19 19:08:35,45.2333,147.8833,23.07,60,100,23.06
304,Kodiak,US,2022-12-19 19:08:35,57.79,-152.4072,27.91,74,0,12.66
305,San Matias,BO,2022-12-19 19:08:35,-16.3667,-58.4,83.44,73,54,5.19
306,Mandan,US,2022-12-19 19:08:07,46.8267,-100.8896,1.96,74,100,6.91
307,Yar-Sale,RU,2022-12-19 19:08:36,66.8333,70.8333,-0.58,100,100,8.41
308,Sorong,ID,2022-12-19 19:08:36,-0.8833,131.25,79.11,85,100,5.7
309,Yumen,CN,2022-12-19 19:08:36,40.2833,97.2,18.21,64,44,26.98
310,Tieling,CN,2022-12-19 19:08:37,42.2931,123.8414,11.84,53,1,5.91
311,Mount Gambier,AU,2022-12-19 19:08:37,-37.8333,140.7667,53.24,61,90,6.64
312,Mabaruma,GY,2022-12-19 19:08:37,8.2,-59.7833,78.19,87,100,5.46
313,Natal,BR,2022-12-19 19:08:31,-5.795,-35.2094,84.85,61,40,16.11
314,Linhares,BR,2022-12-19 19:08:38,-19.3911,-40.0722,72.48,99,100,2.59
315,Woodward,US,2022-12-19 19:08:38,36.4337,-99.3904,50.97,49,0,10.36
316,Valdosta,US,2022-12-19 19:08:39,30.8327,-83.2785,62.91,45,0,5.75
317,Padilla,CO,2022-12-19 19:08:39,3.2204,-76.3139,85.57,59,47,2.24
318,Turukhansk,RU,2022-12-19 19:08:39,65.8167,87.9833,-18.04,99,100,6.26
319,Santa Rosa,PH,2022-12-19 19:08:39,14.3122,121.1114,79.11,96,100,9.28
320,Dabat,ET,2022-12-19 19:08:40,12.9842,37.765,55.94,40,58,1.1
321,Sarakhs,IR,2022-12-19 19:09:40,36.5449,61.1577,42.53,50,0,3.44
322,Terrace,CA,2022-12-19 19:09:41,54.5163,-128.6035,4.1,66,0,3.2
323,Pauini,BR,2022-12-19 19:09:41,-7.7136,-66.9764,81.27,84,100,0.51
324,Itarema,BR,2022-12-19 19:09:41,-2.9248,-39.9167,83.89,58,67,16.8
325,Tautira,PF,2022-12-19 19:09:42,-17.7333,-149.15,78.66,77,97,9.73
326,Okha,RU,2022-12-19 19:09:42,53.5739,142.9478,-5.39,88,100,24.43
327,Isabela,PH,2022-12-19 19:09:42,6.7085,121.9711,78.75,82,100,0.6
328,La Sarre,CA,2022-12-19 19:09:42,48.8002,-79.1996,20.82,88,100,7.65
329,Vila Franca Do Campo,PT,2022-12-19 19:09:43,37.7167,-25.4333,65.19,89,52,16.28
330,Farcasu,RO,2022-12-19 19:09:43,44.6,23.75,28.56,80,31,5.5
331,Viedma,AR,2022-12-19 19:09:43,-40.8135,-62.9967,88.48,24,82,26.28
332,Mudon,MM,2022-12-19 19:09:44,16.2578,97.7164,67.64,78,97,5.55
333,Dunedin,NZ,2022-12-19 19:05:45,-45.8742,170.5036,51.8,87,99,3.0
334,Puerto Colombia,CO,2022-12-19 19:09:44,10.9878,-74.9547,87.89,73,6,16.37
335,Kijang,KR,2022-12-19 19:09:44,35.2442,129.2139,33.53,53,0,6.82
336,Jardim,BR,2022-12-19 19:06:41,-21.4803,-56.1381,83.61,65,99,5.01
337,Kankaanpaa,FI,2022-12-19 19:09:45,61.8,22.4167,29.16,97,100,5.84
338,Vila Velha,BR,2022-12-19 19:09:45,-20.3297,-40.2925,73.35,98,100,4.61
339,Morgan City,US,2022-12-19 19:09:46,29.6994,-91.2068,54.0,71,100,16.11
340,Saldanha,ZA,2022-12-19 19:09:46,-33.0117,17.9442,63.64,76,100,17.63
341,Barcelos,PT,2022-12-19 19:08:56,41.5388,-8.6151,59.68,91,100,17.78
342,Shanghai,CN,2022-12-19 19:05:35,31.2222,121.4581,42.93,61,0,5.01
343,Juba,SS,2022-12-19 19:09:47,4.8517,31.5825,83.3,35,12,4.52
344,Rio Gallegos,AR,2022-12-19 19:09:47,-51.6226,-69.2181,63.57,37,1,16.51
345,Zhigansk,RU,2022-12-19 19:09:47,66.7697,123.3711,-26.18,92,97,15.61
346,Rocha,UY,2022-12-19 19:09:48,-34.4833,-54.3333,77.22,48,74,15.64
347,Namibe,AO,2022-12-19 19:09:48,-15.1961,12.1522,69.94,82,33,8.3
348,Villavicencio,CO,2022-12-19 19:09:48,4.142,-73.6266,83.82,54,42,4.72
349,Kupang,ID,2022-12-19 19:09:49,-10.1667,123.5833,79.27,78,99,7.58
350,Bourail,NC,2022-12-19 19:09:49,-21.5667,165.4833,75.04,88,90,5.95
351,Monte Azul,BR,2022-12-19 19:09:49,-15.155,-42.8747,80.11,74,100,4.5
352,Japura,ID,2022-12-19 19:09:50,-0.3167,102.35,72.93,99,75,1.57
353,Jimma,ET,2022-12-19 19:09:50,7.6667,36.8333,60.94,78,100,1.25
354,Sydney,AU,2022-12-19 19:06:38,-33.8679,151.2073,57.34,73,75,13.8
355,Buritizeiro,BR,2022-12-19 19:09:50,-17.3511,-44.9622,77.83,85,100,5.46
356,North Myrtle Beach,US,2022-12-19 19:09:51,33.816,-78.68,52.11,42,0,5.75
357,Kalmunai,LK,2022-12-19 19:09:51,7.4167,81.8167,74.34,92,100,8.08
358,Amapa,BR,2022-12-19 19:09:51,1.0,-52.0,83.57,61,100,1.01
359,Muzhi,RU,2022-12-19 19:09:52,65.3667,64.6667,6.3,93,100,15.79
360,Prince Rupert,CA,2022-12-19 19:09:13,54.3161,-130.3201,10.53,51,2,7.65
361,Travesia,HN,2022-12-19 19:09:52,15.8667,-87.9,88.14,63,9,10.36
362,Kuusankoski,FI,2022-12-19 19:10:52,60.907,26.6244,28.92,99,100,4.61
363,Ust-Tarka,RU,2022-12-19 19:10:53,55.5672,75.705,30.0,97,100,13.91
364,Zwedru,LR,2022-12-19 19:10:53,6.0667,-8.1281,80.02,63,72,4.56
365,Saint-Francois,FR,2022-12-19 19:10:53,46.4154,3.9054,54.84,67,0,10.36
366,Tsiroanomandidy,MG,2022-12-19 19:10:54,-18.7667,46.0333,69.84,90,40,1.34
367,Nacajuca,MX,2022-12-19 19:10:54,18.1333,-93.0167,85.01,66,52,6.17
368,Norrtalje,SE,2022-12-19 19:10:54,59.758,18.705,38.01,87,100,8.19
369,Sturgis,US,2022-12-19 19:10:55,41.7992,-85.4192,27.07,95,100,0.0
370,Manokwari,ID,2022-12-19 19:10:55,-0.8667,134.0833,78.24,81,100,2.39
371,Galle,LK,2022-12-19 19:09:46,6.0367,80.217,76.14,87,100,1.48
372,Aleksandrov Gay,RU,2022-12-19 19:10:56,50.147,48.5704,25.7,76,9,10.96
373,Sorland,NO,2022-12-19 19:10:56,67.667,12.6934,37.26,61,100,22.19
374,Trelew,AR,2022-12-19 19:07:17,-43.249,-65.3051,78.76,27,100,22.53
375,Shimoda,JP,2022-12-19 19:10:56,34.6667,138.95,36.1,70,5,16.64
376,Vestmannaeyjar,IS,2022-12-19 19:10:57,63.4427,-20.2734,34.54,49,100,21.45
377,Laguna,US,2022-12-19 19:10:57,38.421,-121.4238,45.05,87,100,3.44
378,Cayenne,GF,2022-12-19 19:10:57,4.9333,-52.3333,78.84,89,100,8.05
379,Touros,BR,2022-12-19 19:09:51,-5.1989,-35.4608,82.15,65,0,13.29
380,Lannion,FR,2022-12-19 19:10:58,48.75,-3.4167,58.98,87,100,20.71
381,Diego De Almagro,CL,2022-12-19 19:10:58,-26.3667,-70.05,84.33,17,0,18.39
382,Burnie,AU,2022-12-19 19:10:58,-41.0667,145.9167,55.94,84,100,4.97
383,Dharchula,IN,2022-12-19 19:10:58,29.85,80.5333,50.45,22,6,7.2
384,Lavrentiya,RU,2022-12-19 19:10:59,65.5833,-171.0,15.15,78,79,5.84
385,Buriti Dos Lopes,BR,2022-12-19 19:10:59,-3.175,-41.8669,87.55,53,94,12.73
386,Severobaykalsk,RU,2022-12-19 19:10:59,55.65,109.3167,-0.26,76,100,7.05
387,Selenginsk,RU,2022-12-19 19:11:00,52.0064,106.8647,8.38,81,100,6.89
388,Hay River,CA,2022-12-19 19:11:00,60.8156,-115.7999,-18.83,93,80,5.3
389,Half Moon Bay,US,2022-12-19 19:11:00,37.4636,-122.4286,50.88,84,75,4.61
390,San Pedro,PH,2022-12-19 19:11:01,14.35,121.0167,78.35,88,100,4.61
391,Waren,DE,2022-12-19 19:11:01,53.5167,12.6833,37.02,99,100,14.47
392,Ladario,BR,2022-12-19 19:11:02,-19.0047,-57.6017,89.69,58,75,8.05
393,Rusape,ZW,2022-12-19 19:11:02,-18.5278,32.1284,65.34,88,100,0.85
394,Margate,GB,2022-12-19 19:11:03,51.3813,1.3862,54.88,84,100,8.99
395,Yazman,PK,2022-12-19 19:11:03,29.1212,71.7446,61.74,26,77,4.27
396,Arys,KZ,2022-12-19 19:11:04,42.4252,68.795,35.11,71,5,3.6
397,Ewo,CG,2022-12-19 19:11:04,-0.8725,14.8206,77.4,75,100,3.22
398,Bandar,ID,2022-12-19 19:11:05,2.05,99.75,73.0,98,100,2.42
399,Kalianget,ID,2022-12-19 19:11:05,-7.05,113.9333,80.22,73,93,0.67
400,Pangody,RU,2022-12-19 19:11:06,65.85,74.4859,-7.33,99,100,8.43
401,Bondo,CD,2022-12-19 19:11:06,3.8146,23.6866,77.76,51,90,1.72
402,Camargo,MX,2022-12-19 19:11:07,27.6667,-105.1667,63.91,26,0,6.58
403,Maxixe,MZ,2022-12-19 19:11:07,-23.8597,35.3472,76.82,88,20,4.61
404,Tena,EC,2022-12-19 19:11:08,-0.9833,-77.8167,86.16,58,99,1.43
405,Erdenet,MN,2022-12-19 19:11:09,49.0333,104.0833,-6.65,95,96,3.2
406,Papara,BR,2022-12-19 19:12:09,-3.9839,-38.7273,82.8,45,100,12.37
407,Hervey Bay,AU,2022-12-19 19:12:10,-25.2986,152.8535,71.33,65,100,16.2
408,Karratha,AU,2022-12-19 19:12:10,-20.7377,116.8463,76.21,72,0,9.84
409,Sahuaripa,MX,2022-12-19 19:12:11,29.05,-109.2333,66.81,33,0,2.82
410,Ahipara,NZ,2022-12-19 19:08:34,-35.1667,173.1667,63.77,87,14,1.88
411,Dunmore Town,BS,2022-12-19 19:12:11,25.5,-76.65,73.81,77,100,19.95
412,Kailua,US,2022-12-19 19:12:12,21.4022,-157.7394,73.38,59,100,20.71
413,Aubenas,FR,2022-12-19 19:12:12,44.6201,4.3899,50.16,95,100,8.7
414,Chicama,PE,2022-12-19 19:12:12,-7.8447,-79.1469,73.94,55,100,11.83
415,Villa Carlos Paz,AR,2022-12-19 19:12:13,-31.4241,-64.4978,91.38,21,0,15.99
416,Ahuimanu,US,2022-12-19 19:12:13,21.4447,-157.8378,73.11,70,100,20.71
417,Chicago,US,2022-12-19 19:09:13,41.85,-87.65,26.56,60,75,3.44
418,Oxford,GB,2022-12-19 19:07:18,51.7522,-1.256,56.05,97,100,18.41
419,Bilibino,RU,2022-12-19 19:12:15,68.0546,166.4372,17.64,70,100,7.07
420,Iskateley,RU,2022-12-19 19:12:16,67.6803,53.1512,-10.12,100,71,4.92
421,Kabwe,ZM,2022-12-19 19:12:17,-14.4469,28.4464,65.89,90,100,4.03
422,Ekhabi,RU,2022-12-19 19:12:19,53.5102,142.9671,-6.02,88,100,23.2
423,Orekhovo-Zuevo,RU,2022-12-19 19:12:19,55.8083,38.979,27.72,92,100,11.1
424,Pontianak,ID,2022-12-19 19:12:20,-0.0333,109.3333,75.18,100,100,2.3
425,Svetlyy,RU,2022-12-19 19:12:20,54.675,20.1347,25.97,86,100,19.48
426,Longyearbyen,SJ,2022-12-19 19:12:21,78.2186,15.6401,13.84,67,75,6.91
427,Axim,GH,2022-12-19 19:12:21,4.8699,-2.2405,79.36,82,41,10.16
428,Sao Jose Da Coroa Grande,BR,2022-12-19 19:12:22,-8.8978,-35.1478,81.7,61,0,11.39
429,Artvin,TR,2022-12-19 19:12:22,41.1667,41.8333,43.5,98,100,5.17
430,Mehran,IR,2022-12-19 19:12:23,33.1222,46.1646,61.65,39,0,2.55
431,Scottsbluff,US,2022-12-19 19:12:23,41.8666,-103.6672,24.12,66,0,3.44
432,Port-Gentil,GA,2022-12-19 19:12:24,-0.7193,8.7815,82.36,78,40,10.36
433,Beauly,GB,2022-12-19 19:12:24,57.484,-4.4587,49.95,98,100,9.73
434,Joshimath,IN,2022-12-19 19:12:25,30.5667,79.5667,46.17,19,69,7.43
435,Labuhan,ID,2022-12-19 19:12:25,-6.8844,112.2051,78.3,85,100,6.93
436,Saint-Pierre,RE,2022-12-19 19:12:26,-21.3393,55.4781,78.48,69,0,2.3
437,Yatou,CN,2022-12-19 19:12:26,37.15,122.3833,25.47,71,1,0.29
438,Wanaka,NZ,2022-12-19 19:12:27,-44.7,169.15,51.12,84,100,4.83
439,Lodwar,KE,2022-12-19 19:12:27,3.1191,35.5973,84.94,31,8,8.55
440,Veere,NL,2022-12-19 19:12:27,51.5483,3.6667,50.14,90,100,24.16
441,La Ronge,CA,2022-12-19 19:12:28,55.1001,-105.2842,-5.73,78,100,10.51
442,Makat,KZ,2022-12-19 19:12:28,47.6469,53.3463,32.25,99,100,10.36
443,Manado,ID,2022-12-19 19:12:29,1.487,124.8455,74.17,100,20,1.14
444,Lazaro Cardenas,MX,2022-12-19 19:12:29,17.9583,-102.2,83.82,45,36,7.92
445,Bandarbeyla,SO,2022-12-19 19:12:29,9.4942,50.8122,77.13,75,22,24.61
446,Lappeenranta,FI,2022-12-19 19:12:30,61.0587,28.1887,31.78,93,0,4.61
447,Vung Tau,VN,2022-12-19 19:12:30,10.346,107.0843,76.17,78,25,4.83
448,Nizwa,OM,2022-12-19 19:12:30,22.9333,57.5333,65.08,46,0,2.98
449,Isla Mujeres,MX,2022-12-19 19:08:24,21.2311,-86.731,78.85,82,22,12.3
450,Truro,GB,2022-12-19 19:12:31,50.2653,-5.0544,56.48,94,75,10.36
451,Lata,PT,2022-12-19 19:12:31,40.1629,-8.3327,60.93,88,100,11.52
452,Bertoua,CM,2022-12-19 19:12:31,4.5833,13.6833,74.41,32,91,3.13
453,Zhaoqing,CN,2022-12-19 19:13:32,23.0512,112.4597,49.23,37,5,2.24
454,Las Margaritas,MX,2022-12-19 19:13:32,16.3167,-91.9833,72.48,52,12,9.89
455,Tecoanapa,MX,2022-12-19 19:13:33,16.5167,-98.75,83.32,52,6,8.34
456,Boa Vista,BR,2022-12-19 19:13:33,2.8197,-60.6733,85.98,54,75,10.36
457,Along,IN,2022-12-19 19:13:33,28.1667,94.7667,52.43,78,44,2.01
458,Soyo,AO,2022-12-19 19:13:34,-6.1349,12.3689,78.28,77,52,9.66
459,Minab,IR,2022-12-19 19:13:34,27.1467,57.0801,69.44,31,0,14.83
460,Saint George,US,2022-12-19 19:13:34,37.1041,-113.5841,43.63,41,0,1.99
461,Oranjemund,NA,2022-12-19 19:13:35,-28.55,16.4333,64.27,83,5,18.45
462,Les Cayes,HT,2022-12-19 19:13:35,18.2,-73.75,83.66,58,13,11.12
463,Tuatapere,NZ,2022-12-19 19:13:35,-46.1333,167.6833,47.98,94,100,3.4
464,Puerto Madero,MX,2022-12-19 19:13:36,14.7208,-92.4215,89.8,58,20,6.91
465,Requena,ES,2022-12-19 19:13:36,39.4883,-1.1004,44.53,74,100,0.89
466,Saint-Georges,GD,2022-12-19 19:13:36,12.0564,-61.7485,78.24,79,13,15.08
467,Gallipoli,TR,2022-12-19 19:13:37,40.4103,26.6708,40.86,70,94,23.0
468,Tarauaca,BR,2022-12-19 19:10:21,-8.1614,-70.7656,90.77,47,92,6.08
469,Pitimbu,BR,2022-12-19 19:13:37,-7.4706,-34.8086,82.99,67,2,10.42
470,Nhulunbuy,AU,2022-12-19 19:13:37,-12.2333,136.7667,83.01,78,40,8.05
471,Marsh Harbour,BS,2022-12-19 19:13:38,26.5412,-77.0636,70.45,67,54,16.33
472,Luanda,AO,2022-12-19 19:13:38,-8.8368,13.2343,80.6,69,40,8.05
473,Pyshchug,RU,2022-12-19 19:13:38,58.8873,45.7134,-8.55,100,100,2.35
474,Gorontalo,ID,2022-12-19 19:13:39,0.5412,123.0595,74.73,95,100,2.44
475,Ambon,ID,2022-12-19 19:13:39,-3.6954,128.1814,77.23,15,20,4.61
476,Inuvik,CA,2022-12-19 19:13:39,68.3499,-133.7218,-27.78,99,52,5.1
477,Mangan,IN,2022-12-19 19:13:40,27.5167,88.5333,58.64,83,94,0.87
478,Muhos,FI,2022-12-19 19:13:40,64.808,25.9931,11.98,98,90,3.09
479,Port Hardy,CA,2022-12-19 19:13:40,50.6996,-127.4199,20.73,57,2,15.59
480,Honningsvag,NO,2022-12-19 19:13:41,70.9821,25.9704,35.35,69,40,16.11
481,Rodrigues Alves,BR,2022-12-19 19:13:41,-7.738,-72.6509,87.28,55,100,3.87
482,Cabedelo,BR,2022-12-19 19:13:41,-6.9811,-34.8339,83.07,62,0,10.4
483,General Roca,AR,2022-12-19 19:13:42,-39.0333,-67.5833,99.63,12,98,22.68
484,Burns Lake,CA,2022-12-19 19:13:42,54.2331,-125.7533,-9.26,76,11,1.63
485,Camacha,PT,2022-12-19 19:13:42,33.0833,-16.3333,65.62,88,40,14.97
486,Djambala,CG,2022-12-19 19:13:43,-2.5447,14.7533,68.02,93,100,6.26
487,Linxia,CN,2022-12-19 19:13:43,35.6003,103.2064,15.91,70,1,3.33
488,Clearlake,US,2022-12-19 19:13:43,38.9582,-122.6264,44.94,69,100,3.06
489,Lodingen,NO,2022-12-19 19:13:44,68.414,15.9951,24.94,89,57,3.13
490,Henties Bay,NA,2022-12-19 19:13:44,-22.116,14.2845,62.47,92,0,6.62
491,Yerbogachen,RU,2022-12-19 19:13:44,61.2767,108.0108,-11.13,97,100,6.13
492,Dongying,CN,2022-12-19 19:13:45,37.4564,118.4856,28.78,41,22,6.73
493,Kathu,TH,2022-12-19 19:13:45,7.9178,98.3332,81.75,81,92,14.38
494,Nikko,JP,2022-12-19 19:13:45,36.75,139.6167,27.7,79,61,3.71
495,Humaita,BR,2022-12-19 19:13:45,-7.5061,-63.0208,86.54,67,100,2.39
496,Swan Hill,AU,2022-12-19 19:13:46,-35.3378,143.5544,61.14,37,95,7.76
497,Ashqelon,IL,2022-12-19 19:13:46,31.6693,34.5715,62.82,59,0,1.63
498,Kahului,US,2022-12-19 19:13:46,20.8947,-156.47,77.85,83,100,19.57
499,Talara,PE,2022-12-19 19:13:47,-4.5772,-81.2719,83.16,57,0,13.8
500,Victor Harbor,AU,2022-12-19 19:14:47,-35.5667,138.6167,69.67,31,100,12.73
501,Fenoarivo,MG,2022-12-19 19:14:47,-18.933,47.4354,68.07,100,75,3.44
502,Hasaki,JP,2022-12-19 19:14:48,35.7333,140.8333,32.22,43,0,11.07
503,Karonga,MW,2022-12-19 19:14:48,-9.9333,33.9333,76.39,77,100,5.32
504,Kemri,IN,2022-12-19 19:14:48,28.8167,79.2167,56.77,50,18,5.82
505,Vila Do Maio,CV,2022-12-19 19:14:49,15.1333,-23.2167,77.79,76,8,17.6
506,Kargil,IN,2022-12-19 19:14:49,34.5667,76.1,10.98,63,0,3.78
507,Raudeberg,NO,2022-12-19 19:14:49,61.9875,5.1352,41.67,33,100,10.76
508,Yushu,CN,2022-12-19 19:14:50,44.8,126.5333,-1.37,87,4,5.48
509,Hanna,CA,2022-12-19 19:14:50,51.6334,-111.9018,-17.14,78,78,10.0
510,Tiarei,PF,2022-12-19 19:14:50,-17.5333,-149.3333,84.22,77,90,9.51
511,Russell,US,2022-12-19 19:14:51,32.3502,-85.1999,54.68,30,0,3.44
512,Bubaque,GW,2022-12-19 19:14:51,11.2833,-15.8333,82.69,51,73,9.51
513,San Carlos De Bariloche,AR,2022-12-19 19:14:51,-41.1456,-71.3082,78.24,22,75,17.27
514,Grenaa,DK,2022-12-19 19:14:52,56.4158,10.8783,41.22,97,100,18.9
515,Nata,PA,2022-12-19 19:14:52,8.3333,-80.5167,87.67,62,85,14.41
516,Mbandaka,CD,2022-12-19 19:14:52,0.0487,18.2603,71.24,94,85,1.52
517,Marawi,PH,2022-12-19 19:14:53,7.9986,124.2928,67.48,96,100,1.34
518,San Juan,AR,2022-12-19 19:14:38,-31.5375,-68.5364,95.76,13,0,8.88
519,Skagen,DK,2022-12-19 19:14:53,57.7209,10.5839,39.38,96,100,20.38
520,Natchitoches,US,2022-12-19 19:14:53,31.7668,-93.1335,40.05,93,100,4.61
521,Huarmey,PE,2022-12-19 19:14:54,-10.0681,-78.1522,75.56,72,60,9.46
522,San Cristobal,VE,2022-12-19 19:14:54,7.7669,-72.225,78.98,44,100,4.88
523,Noumea,NC,2022-12-19 19:14:54,-22.2763,166.4572,79.0,99,99,8.16
524,Severo-Yeniseyskiy,RU,2022-12-19 19:14:54,60.3725,93.0408,-26.28,100,100,2.21
525,Emborion,GR,2022-12-19 19:14:55,40.4833,21.55,39.56,80,77,2.86
526,Baraboo,US,2022-12-19 19:14:55,43.4711,-89.7443,16.81,78,75,0.0
527,Spartanburg,US,2022-12-19 19:14:55,34.9496,-81.9321,50.7,37,0,1.01
528,Buchanan,LR,2022-12-19 19:14:57,5.8808,-10.0467,80.67,76,100,8.12
529,Polson,US,2022-12-19 19:14:57,47.6936,-114.1632,3.49,93,100,5.1
530,Moron,AR,2022-12-19 19:14:57,-34.6534,-58.6198,87.8,37,0,11.18
531,Adil-Yangiyurt,RU,2022-12-19 19:14:58,43.5633,46.5846,33.84,94,100,11.72
532,Avera,US,2022-12-19 19:14:58,33.194,-82.5271,53.38,39,97,6.55
533,Marsa Matruh,EG,2022-12-19 19:14:58,31.3525,27.2453,65.25,79,14,13.09
534,Itoman,JP,2022-12-19 19:14:59,26.1247,127.6694,59.02,67,12,8.05
535,Manono,CD,2022-12-19 19:14:59,-7.3,27.4167,68.81,97,96,3.69
536,Mahina,PF,2022-12-19 19:14:59,-17.5065,-149.489,83.97,65,75,12.66
537,Praia Da Vitoria,PT,2022-12-19 19:14:59,38.7333,-27.0667,62.76,94,0,17.2
538,Beska,RS,2022-12-19 19:15:00,45.1297,20.0661,34.43,69,99,14.7
539,Chumikan,RU,2022-12-19 19:15:00,54.7183,135.315,-10.82,81,7,22.97
540,Clonakilty,IE,2022-12-19 19:15:00,51.6231,-8.8706,45.61,74,6,22.82
541,Chara,RU,2022-12-19 19:15:01,56.9064,118.2631,-17.48,96,100,0.87
542,Santa Maria,BR,2022-12-19 19:12:33,-29.6842,-53.8069,82.38,48,35,13.2
543,Kondinskoye,RU,2022-12-19 19:15:01,59.6481,67.41,31.6,98,100,10.89
544,Homer,US,2022-12-19 19:15:02,59.6425,-151.5483,18.81,71,0,17.0
545,Richards Bay,ZA,2022-12-19 19:15:02,-28.783,32.0377,68.56,85,10,4.16
546,Mitsamiouli,KM,2022-12-19 19:15:02,-11.3847,43.2844,81.0,81,45,12.01
547,Morges,CH,2022-12-19 19:15:03,46.5113,6.4985,44.28,86,100,8.16
548,Fortuna,US,2022-12-19 19:16:05,40.5982,-124.1573,46.74,89,0,6.91
549,Biaora,IN,2022-12-19 19:16:05,23.8667,76.9167,62.26,34,13,3.15
550,Batemans Bay,AU,2022-12-19 19:16:06,-35.7167,150.1833,54.03,75,75,5.75
